basic_moving_percentage,basic_km,basic_trips,basic_avg_speed,basic_ignition_total_duration_in_sec,basic_ignition_moving_duration_in_sec,can_fuel_consumed,vehcile_model
0,0,0,0,4083,0,,Volvo FH12 2008
0,0,0,0,13342,0,,Volvo FH12 2007
0,0,0,0,24660,0,,Volvo FH12 2007
0,0,0,0,15849,0,,"Volvo fh12, 2006"
5.71,569.22,18,37.78,5836,33315.87931,,"Volvo fh, 2006"
0,0,0,0,2648,0,,38287 dxb
0,0.99,2,8,10593,0,,Volvo FH480 2008
0,0,0,0,6546,0,,Volvo FH12 2007
0,0,0,0,26336,0,,Volvo FH12 2007
0.34,137.31,9,19.44,27681,9298.40786,,Volvo FH12 2011
0.12,11.71,4,19.75,3105,366.4122069,,Volvo FH12 2006
0,2.78,1,15,20450,0,,2011 Volvo fh
0.54,444.23,8,54.38,45197,24244.15568,,2007 VOLVO FH 
0.26,224.12,17,27.24,45448,11595.67994,,3.50424E+14
0.18,103.94,4,23.25,31172,5618.395505,,3.50424E+14
0.14,27.44,3,23,21157,2877.540856,,3.57073E+14
0.45,318.48,17,36.65,35198,15913.90688,,3.50424E+14
0,0,0,0,0,0,,3.50424E+14
0,0.07,2,11,33453,0,,Volvo FH12 2007
0,0.1,1,1,47744,0,,2007 Volvo fh12
0,0,0,0,21179,0,,2013 volvo fh
0.92,392.86,18,23.06,27112,25037.02803,,2010 Volvo fh
0.32,52.72,7,21.86,12850,4097.28903,,2013 Volvo fh12
0.02,6.36,5,10.8,21304,472.1450768,,3.51742E+14
0,0,0,0,0,0,,3.51742E+14
0,0,0,0,0,0,,3.51742E+14
0,0,0,0,2655,0,,3.51742E+14
0,0,0,0,9849,0,,3.51742E+14
0,0,0,0,6893,0,,3.51742E+14
0.46,547.02,11,37.18,56357,26150.25669,,3.51742E+14
0,0,0,0,30060,0,,3.51742E+14
0.29,140.92,13,28.08,28410,8239.586742,,3.51742E+14
0,0.44,3,10,21408,35.44612549,,Volvo FH12 2007
0.23,134.86,15,11.8,39409,9204.324969,,Volvo FH12 2008
0,0.07,1,0,27018,0,,3.59633E+14
0.78,758.12,12,42,49792,38679.46446,,3.59633E+14
0.27,135.74,8,20.88,34386,9326.734047,,3.54017E+14
0.18,32.23,3,64.33,3182,579.8676212,,Reefer Truck 502
0.24,30.37,3,66.33,2344,551.5670714,,8.6354E+14
0.32,139.91,10,25.1,32379,10345.41524,,addtional
0,0,0,0,16194,0,,Volvo FH12 2010
0.66,440.49,9,32.67,34274,22673.30544,,8.62476E+14
0,0,0,0,16877,0,,8.62476E+14
0.26,127.37,11,34.18,34803,8926.555774,,8.62476E+14
0,0,0,0,43834,0,,8.62476E+14
0.14,138.5,15,36.13,43267,5918.338041,,2011 Volvo fh
0,0.49,2,8.5,10465,0,,2010 Volvo fh12
0,0,0,0,21546,0,,2006 Volvofh12 
0,0.09,1,3,26702,0,,2010 Volvo fh
0.2,63.21,6,19,31586,6267.650635,,2010 Volvo fh
0.46,382.42,9,35.78,44827,20622.5747,,2012 Volvo fh
0,5.1,4,7.75,16393,0,,2011 Volvo fh
0.1,33.85,3,10.67,36992,3797.546962,,2011 VOLVO FH
0,0,0,0,8847,0,,2011 VOLVO FH
0,7.53,5,7,26178,0,,2011 VOLVO FH
0.79,792.65,9,36.78,46805,36823.38496,,2011 VOLVO FH
0.72,792.51,14,34.79,56890,40985.41595,,2011/ Volvo FH
0,0,0,0,10960,0,,2011 Volvo fh
0.65,389.77,8,29.25,32507,21016.10458,,2011/ Volvo FH
0,2.19,3,5.33,25219,0,,2010 volvo fh
0.41,142,10,22.9,20948,8547.526128,,2011/ Volvo FH
0,0,0,0,0,0,,2011 Renault premium
0,22.42,6,10.17,18810,0,,Mercedes actros 2007
0,0,0,0,0,0,,2016 MAN
0,0,0,0,0,0,,2016 MAN
0,0,0,0,14473,0,,2014 MAN
0.08,28.83,8,11.88,35719,2801.106331,,2014 MAN
0,0,0,0,10086,0,,2016 MAN
0,4.82,5,4.8,17224,0,,2011 Volvo fh
0,0,0,0,0,0,,2005 Volvo fh12
1.32,595.88,12,32.83,24013,31610.31715,,2009 Volvo fh
0.05,39.68,8,9.75,22177,1043.168396,,2006 Volvo fh12
0,0.57,2,2,10864,0,,2008 M Actros
0,8.92,2,15.5,2782,0,,2010 Volvo fh
0,0,0,0,0,0,,2001 Volvo fh12
0.19,70.79,5,19,17190,3249.649574,,2006 Volvo fh12
0.6,772.28,15,36.4,63504,37791.39893,,2011 Volvo fh
0,0,0,0,0,0,,2015 VOLVO FH
0,0,0,0,27257,0,,2003 Volvo FH
0.14,121.6,21,20.86,49353,6845.6437,,2003 Volvo fh12
0.95,123.82,11,20.45,12131,11522.62914,,2004 Volvo fh12
0,0,0,0,0,0,,2012 Volvo fh
0.48,597.02,17,30.65,73646,35143.2772,,2008 Volvo fh12
0.53,622.43,14,24.5,76254,40050.29046,,2015 Volvo fh
0.71,656.25,16,19.94,49245,35084.10137,,015 Volvo fh
0,0.09,2,0,33076,0,,2015 Volvo fh
0.47,393.18,10,33.9,44744,20887.44269,,2015 Volvo fh
0,0.23,2,1,31805,0,,2015 Volvo fh
0.35,455.98,12,22.58,65667,23097.40751,,2015 Volvo fh
0,6.24,2,15.5,25361,0,,2013 Volvo fh
0,4.35,8,1.5,15682,0,,VOLVO FH 2007
0,0.41,1,1,25749,0,,2014 Volvo fh
0,549.08,14,24.07,0,28373.60026,,2014 Volvo fh
0,6.64,2,15.5,14450,0,,2014 Volvo fh
0.51,406.97,10,30.5,45712,23191.02963,,2015 Volvo fh
0.57,648.43,11,42.18,57828,33196.44651,,2015
0,0,0,0,20971,0,,2015 Volvo fh
0,0,0,0,0,0,,2015 Volvo fh
0,0.06,1,1,36158,0,,2015 Volvo fh
0.43,435.41,14,27.5,61791,26434.70484,,2015 Volvo fh
0,2.21,4,4,34300,0,,2015 Volvo fh
0,0,0,0,23031,0,,2015 Volvo fh
0.54,546.23,12,21.33,47972,25696.39011,,2015 Volvo fh
0.68,340.9,6,43.33,26940,18323.82112,,Volvo fh
0,0,0,0,27283,0,,2012 Volvo fh
0.46,391.23,7,37,46362,21147.13148,,2015 MAN
0,0.2,1,3,17184,0,,2016 MAN
0.39,378.87,7,30.29,49646,19413.41574,,2017 VOLVO FH
0.12,4.69,1,27,5006,625.1994998,,2015 MAN
0,0,0,0,3239,0,,2015 MAN
0,6.58,2,15.5,67819,0,,2015 MAN
0,0.15,1,1,19581,0,,2016 VOLVO FH
0,0.1,2,0.5,20907,0,,2008 Volvo
0,10.63,5,8.2,14096,0,13.2,2011 Volvo fh
0.08,37.68,9,4.78,49190,3998.203253,28.9,2013 / Volvo fh
0.12,75.21,14,8.57,34153,4037.820299,41.7,2014 Volvo fh
0.7,239.98,12,17.33,17986,12508.50723,102.19,2012 Volvo fh
0.46,363.63,17,13.82,47825,22154.79718,120.6,2014 Volvo fh
0.67,423.72,4,48,38733,25920.5048,118.6,2014 Volvo fh
0,0,0,0,585,0,0.4,2012 Volvo fh
0.61,535.93,12,18.92,45210,27380.36459,173.4,2014 Volvo fh
0.33,303.27,12,23.58,69265,22943.11661,153.28,2004 Volvo fh12
0.34,148.23,7,16.57,31698,10892.11812,82.3,2008 Volvo fh12
0.6,167.41,8,18.62,19686,11802.52615,73.8,2008/Volvo FH
0.51,300.15,13,18.54,40252,20387.61373,128.7,2014 Volvo fh
1.08,205.54,8,29.5,13174,14240.86368,68.1,2008 Volvo fh12
0.36,272.63,3,43.67,42542,15135.05785,110.28,2014/Volvo FH
0.37,303.63,10,35,57274,21211.31389,144.82,2013/ Volvo FH
1.7,511.95,17,21.71,18213,31037.62444,190.32,2008 Volvo fh12
0.07,16.67,8,8.62,15255,1005.053741,10.5,2014 Volvo fh
0.62,224.62,10,26.6,28561,17565.6011,69.78,2014 Volvo fh
0.35,299.39,4,28.75,45101,15964.99249,88.82,2014/Volvo FH
0.35,148.05,3,24.67,26698,9414.875487,49.7,2014 Volvo fh
0.6,239.41,5,34.6,23823,14340.76423,139.4,2014/ Volvo FH
0,33.67,9,11.44,21653,0,30.3,2004 Volvo fh12
0,173.68,4,33,0,10979.08758,93.22,2008/ Volvo FH
0.48,301.66,10,26.9,40890,19604.83734,92.68,2014 Volvo fh
0.68,741.46,8,28.12,54861,37110.50132,194.6,2014 Volvo fh
0.31,287.59,9,16.67,42289,12963.70893,153.78,2014/ Volvo FH
0.13,128.12,4,36.75,57752,7323.548528,142.5,2012 Volvo fh
0.44,213.16,6,27.83,33558,14779.40628,85.7,2008 Volvo fh
0,0,0,0,1857,0,1,2008  Volvo fh
0.87,783.77,13,21.85,55798,48556.22768,302.8,2012 Volvo fh
0.45,370.65,15,32,58337,26383.37343,129.3,2014 Volvo fh
0.61,659.26,14,26.57,64152,38882.39802,207.68,2012 volvo fh
0,1.31,8,0.62,7021,0,5.68,2010 Volvo fh
0.55,363.39,8,31.75,37496,20464.41727,190.72,2008 Volvo fh12
0.36,204.08,8,21,34546,12570.28342,109.69,2007 Volvo fh12
0.29,147.96,13,12.15,38673,11224.4686,45.31,2014 Volvo fh
0.28,172.34,10,16.6,47328,13249.4114,49.5,2014 Volvo fh
0.75,361.09,7,41.57,36079,26905.33359,130.6,2014 Volvo fh
0.44,95.65,9,25.33,15896,6916.58988,0,2005 Volvo fh12
0,8.97,4,20.75,31658,134.999892,5.2,2014 Volvo fh
0.77,444.17,4,52.5,36576,28095.04932,147.1,2014 Volvo fh
0.45,570.72,7,48.14,61884,28098.06423,160.72,2014 Volvo fh
0,13.99,4,17.25,3566,0,4.7,2013 Volvo fh
1.48,366.91,12,31.58,14552,21572.18688,142.9,2012 Volvo fh
0.45,425.69,15,28.4,64462,28832.74321,162.78,2011 Volvo fh
0.41,265.49,9,27.11,41818,17224.9644,82.32,2014 Volvo FH 420
0.76,155,16,41.94,16123,12233.11209,12.7,"Toyota Avanza, 2020"
0,0,0,0,0,0,0,"Ford transit, 2020"
0,0,0,0,0,0,0,Renault Symbol 2020
0.41,84.36,13,26.77,13496,5589.110395,8.3,Toyota Avanza 2020
0.71,143.39,17,35.41,17519,12428.19827,12.4,Toyota Rush 2022
0.92,162.96,4,74,7827,7167.81531,13.8,Renault Symbol
0,0,0,0,0,0,0,Toyota Hiace
0.61,161.44,8,36.38,14912,9027.505843,0,Ford Transit 2020
0,0,0,0,0,0,0,Unicorn Honda
0.85,248.86,13,39.46,24866,21113.58045,20.5,TOYOTA RUSH 2022
0.62,348.36,17,52.12,33278,20706.62202,32.5,Toyota rush 2022
0.75,224.93,16,35.12,26004,19562.57156,19.6,Toyota rush 2022
0,0,0,0,82,0,0,Toyota Avanza 2020
0,0.51,1,11,4260,0,,Volvo fh
1.17,866.13,8,45.25,37438,43760.13785,,Volvo fh
0.01,2.35,2,44,2416,24.28858816,,2011 Volvo fh
0.58,231.58,6,31.17,26240,15239.79269,,Volvo fh 2011
0,9.08,6,8.5,8072,0,,2012 volvo fh
0,0,0,0,506,0,,Volvo FH 12 2008
0,9.53,5,10.6,4255,0,,2014 Volvo FH
0.71,255.62,11,26.73,25016,17866.83714,,2013 volvo fh12
0,0,0,0,406,0,,2013 Volvo fh
0.08,21.13,9,12,9908,817.439346,,2013 Volvo fh
0.25,84.46,10,22.3,25588,6522.448033,,2013 Volvo fh
0.2,93.11,13,18,40533,8087.314422,,2011 Volvo fh
0,0,0,0,0,0,,2008 Volvo fh12
0.54,226.46,5,42,26423,14281.53317,,2013 Volvo fh
0,0,0,0,15405,0,,2013 Volvo fh
0,0.02,1,0,4054,0,,2013 Volvo fh
0.03,26.63,11,11.91,18052,549.5679814,,Volvo FH 2012
0,6.13,1,18,1422,0,,Volvo fh12 2007
0,10.85,8,4.62,40309,0,,2006 volvo fh
0,0,0,0,426,0,,2011 Volvo fh
0,1.46,1,10,789,0,,2012 Volvo fh
0,0.72,5,1.4,7522,0,,2005 Volvo fh12
0.78,230.08,8,36.62,18680,14629.36607,,8.62476E+14
0.55,222.17,8,18,26531,14675.11508,,2012 volvo FH
0.67,211.03,6,22.33,21670,14483.88949,,2012 / Volvo fh
0.67,250.36,7,27.71,22919,15388.1631,,2012 Volvo fh
0.62,61.16,6,19.33,9788,6108.153213,,2012 Volvo Fh
0,1.52,4,4.25,6968,0,,2011 Volvo fh
1.6,188.82,7,10.86,6914,11073.41114,,2012 Volvo fh
0,28.96,16,6.56,18349,0,,2014 Volbo fh
0,0,0,0,0,0,,2011 Volvo fh
0.61,228.01,11,15.36,23997,14529.07081,,2012 Volbo fh
0.2,126.96,13,24.38,36443,7318.526201,,2004 Volvo fh12
0,1.6,3,4.67,6061,0,,2013  volvo fh12
0,0.26,1,2,439,0,,2012 Volvo fh12
0,1.84,3,10.67,2140,0,,2012 Volvo fh12
0.41,321.21,10,30.9,55357,22620.13053,,2014 Volvo fh
1.06,446.62,14,27,33246,35299.2512,,2012 Volvo fh
0,0,0,0,0,0,,2012 Volvo fh
0.22,36.18,8,13.5,16193,3508.832487,,2014 Volvo fh
0.24,178.3,37,10.22,72457,17291.75362,,2015 Volvo fh
0.76,763.3,11,21.45,48547,36709.51413,,2015 VOLVO FH
0.44,215.29,19,23.42,44592,19728.33147,,2015 VOLVO FH
0,0,0,0,276,0,,2014 Volvo fh
0.49,204.58,21,18.29,41033,20201.33601,,2012 Volvo fh
0.29,174.07,13,23.69,56908,16602.14141,,2013 Volvo Fh
0,0,0,0,0,0,,Volvo fh
0,2.17,5,4.2,8069,0,,2012 volvo fh
0,0,0,0,317,0,,2014 Volvo fh
0.87,425.4,5,48.6,26688,23291.5995,,2011 Volvo fh
0,17.07,17,5.76,42097,0,,2011 Volvo fh
0.13,35.16,6,6.67,31988,4286.479329,,2012 Volvo fh12
0,1.14,4,1.5,11061,0,,2011 Volvo fh
0.51,660.15,9,43.89,72393,37020.1115,,2013 Volvo fh
0.61,356.07,10,23.2,38969,23677.24157,,2015 VOLVO FH
0.43,251.97,11,22.73,32214,14008.83356,,2011 Volvo fh
1.19,276.95,11,20,13431,16037.52008,,2015 / Volvo fh12
0.9,431.34,5,51,27015,24430.96179,,2007 / Volvo fh 12
0.6,480.8,17,22.35,47650,28741.44262,,2012 Volvo fh
0,7.2,5,10.6,6590,0,,2007 Volvo fh12
0,6.75,2,21.5,1636,0,,2006 Volvo fh12
0.46,279.83,18,26.44,56898,26347.31392,,2007 Volvo fh12
0.53,478.34,14,25.86,53904,28513.8728,,2011 Volvo fh
0.63,366.34,6,35,31952,20048.87491,,2008 Volvo fh12
0,10.28,15,4,26439,0,,2012 Volvo fh
0,1.3,5,3.8,7960,0,,2012 Volvo fh
0.68,657.7,10,39,54845,37036.04032,,2007 Volvo fh12
0,0.41,1,3,14652,0,,2009 Volvo fh
0,5.96,2,13.5,7446,0,,2007 Volvo fh12
0,36.44,5,8.2,28366,0,,2008 Volvo fh12
0.46,252.5,9,20.22,29531,13722.25921,,2006 Volvo fh 440
0.59,145.94,6,17.17,19043,11205.17565,,2005 Volvo fh12
0.17,29.35,8,23.12,9752,1680.203409,,2008 Volvo fh12
0.86,420.33,8,53.75,27561,23626.99464,,2009 Volvo fh12
0.22,191.4,11,20.45,49765,11008.12956,,2014 Volvo fh
0.5,365.71,5,30.4,40168,19932.0537,,2012 volvo fh12
0.31,336.7,14,43.21,58935,18083.64789,,2012 Volvo fh
0,0,0,0,821,0,,2013 Volvo fh
0,0,0,0,0,0,,2006 Volvo fh12
0.16,36.28,13,7.31,19821,3263.212774,,2005 Volvo fh12
0,1.42,2,4,2392,0,,2005 Volvo fh12
0.51,253.19,6,31.5,29789,15103.98059,,2012 Volvo fh
0,0,0,0,0,0,,2005 Volvo fh
0.54,146.76,13,8.46,20904,11288.40107,,2012 Volvo fh12
0,0,0,0,1125,0,,2009Volvo fh
0.21,151.55,18,12.33,37809,7894.534193,,2014 Volvo fh12
0.83,574.04,8,41.88,43251,35943.83169,,2008 Volvo fh12
0,0,0,0,3031,0,,2014 Volvo fh
0.55,95.82,23,29.26,13116,7177.706714,,Honda unicorn
0.57,94.48,17,24.24,12134,6930.394456,,H unicorn
0.74,185.86,24,30.88,20738,15395.48729,,H unicorn
0.97,194.68,18,34.11,19548,18947.32088,,H unicorn
0.53,27.89,7,25.14,3729,1977.156473,,H unicorn
0.69,39.33,11,17.64,4961,3442.830812,,H unicorn
1.01,20.62,2,41,1792,1817.099083,,H unicorn
0.67,110.03,36,29.94,12914,8620.792885,,H unicorn
0.39,90.84,21,26.52,13471,5198.811694,,H unicorn
0.62,192.77,35,29.74,21443,13232.93733,,H unicorn
0,0,0,0,0,0,,H unicorn
0.89,159.57,31,36.03,13635,12134.54529,,H unicorn
0,0,0,0,0,0,,H unicorn
0.71,88.97,15,29.13,9107,6496.447791,,H unicorn
0.81,156.46,20,36,16174,13158.86761,,H unicorn
0.41,94.28,33,21.91,13794,5683.931705,,H unicorn
0.12,52.51,22,116.59,15820,1908.326805,,H unicorn
0.66,150.26,37,35.89,17343,11455.47329,,H unicorn
0.92,13.23,2,44.5,1188,1098.197489,,H unicorn
0,0,0,0,0,0,,Honda unicorn
0,1.34,2,14,362,0,,H unicorn
0,0,0,0,0,0,,Honda Unicorn
0.83,207.5,24,35.29,19753,16327.65566,,Honda Unicorn
0.23,101.38,24,16.42,39266,9113.567859,,Volvo FH12 2003
0.19,125.77,9,28.22,45077,8600.869704,,Volvo FH12 2004
0,14.83,6,13,43508,0,,Volvo FH12 2012
0.64,271.83,8,45.75,24705,15835.59069,,Volvo FH12 2012
0,0,0,0,0,0,,Volvo FH12 2004
0,0,0,0,2061,0,,Volvo FH12 2004
0,0,0,0,9043,0,,Volvo FH12 2006
0,0,0,0,31304,0,,Volvo FH12 2012
0,0,0,0,0,0,,Mercedes Actros 2005
0,0,0,0,203,0,,9281
0.73,51.81,4,32,6105,4476.233316,,Volvo FH12 2004
0,0,0,0,0,0,,Volvo FH  2004
0.34,175.86,10,37.7,35691,12234.23849,,Volvo FH12 2004
0,0,0,0,18801,0,,Volvo FH12 2004
0.49,462.04,18,30.5,46415,22884.59432,,Volvo FH12 2012
0,0,0,0,0,0,,Mercedes Actros 2003
0,0,0,0,6747,0,,Volvo FH12 2011
0,1.86,1,21,8097,0,,Volvo FH12 2012
0,0,0,0,13276,0,,Volvo FH12 2000
0.56,537.81,8,59.88,48416,27120.67311,,Volvo FH12 2007
0.63,135.12,7,27.57,13207,8383.585208,,Volvo FH12 2006
0,0,0,0,3954,0,,Volvo FH12 2012
0,0,0,0,20043,0,,Volvo FH12 2000
0.2,62.27,7,20,20679,4176.554118,,Volvo FH 2000
0,0,0,0,0,0,,Volvo fh12
0,4.2,3,11.67,16152,0,,Volvo Fh12 2011
0,1.1,1,4,969,0,,Volvo FH12 2007
0.33,233.01,15,21.27,35222,11577.33483,,"Volvo fh13, 2010"
0.38,148.77,14,20.14,24261,9181.885289,,"Volvo Fh13, 2010"
0,0,0,0,10110,0,," vfh12, 2015"
0.02,5.57,4,12,22919,427.4304273,,"Vfh12, 2015"
0.47,449.18,11,23.09,51705,24216.13964,,"VFh12, 2015"
0.33,425.61,7,51.86,70568,23187.0847,,"Vfh12, 2015"
0.58,394.29,22,22.73,32617,18952.37513,,"Vfh12, 2015"
0.33,116.91,6,32.83,22920,7676.320704,,"volvo fh12, 2015"
0.2,91.38,10,39.4,43831,8711.70182,,"Vfh 12, 2015"
0,0,0,0,22154,0,,"Volvo fh12, 2005"
0.31,129.64,8,25.12,31388,9696.593251,,"Volvo fh12, 2005"
0,0,0,0,0,0,,2006 volvo fh12
0,0,0,0,0,0,,2006 Volvo fh12 
0,0,0,0,0,0,,"VOLVO FH12, 2002"
0.18,130.48,39,13.03,41641,7336.612066,,"Volvo fh12, 2003"
0,0,0,0,0,0,,"volvo fh12, 2006"
0,7.44,2,22,37556,0,,Volvo FH12 2012
0.54,537.27,9,47.56,50128,27244.97749,, Volvo Fh 2008 
0,0.72,1,14,32042,0,,Volvo FH 2007
0,70.26,5,21,0,5200.659839,,Volvo FH 2008
0,0,0,0,16310,0,,Volvo FH 2007
0,0,0,0,22025,0,,VOLVO FH 2008
0.48,457.9,15,26,51145,24371.0129,,Volvo FH 2006
0,0,0,0,28282,0,,Volvo FH 2010
0.3,158.27,12,19.17,26729,8035.84855,,Volvo FH 2008
0.3,132.72,16,13.75,30765,9227.674636,,Volvo FH 2007
0,0,0,0,0,0,,VOLVO FH 2009
0,0,0,0,12368,0,,VOLVO FH 2009
0,2.71,4,9.5,13192,0,,8.62476E+14
0.57,556.84,14,38.86,50535,28645.23494,,8.62476E+14
0.97,808.01,11,33.36,43435,42063.31078,,8.62476E+14
0,0.15,1,16,26256,0,,Volvo FH 2008
0,2.72,2,6.5,2744,0,,Volvo FH 2008
0,0,0,0,29564,0,,Volvo FH12 2008
0.18,57.97,11,17.45,28077,5167.706255,,Volvo FH12 2007
0.21,35.45,5,23.2,11796,2435.189123,,Volvo FH12 2007
0,0.04,1,5,16270,0,,"Volvo fh12, 2006"
0,891.12,5,53.8,0,47128.52006,,"Volvo fh, 2006"
0.1,22.62,4,22.75,13150,1318.92938,,38287 dxb
0.6,446.85,10,34.8,38253,22785.49565,,Volvo FH480 2008
0,0,0,0,8043,0,,Volvo FH12 2007
0,0,0,0,27211,0,,Volvo FH12 2007
0.34,301.85,8,15.88,49311,16702.07668,,Volvo FH12 2011
0,0,0,0,0,0,,Volvo FH12 2006
0,2.86,6,3.83,11088,0,,2011 Volvo fh
0.39,400.46,20,17.45,52662,20374.80587,,2007 VOLVO FH 
0.53,595.82,8,41.62,59031,31380.13571,,3.50424E+14
0.1,31.98,4,29.75,18093,1829.659406,,3.50424E+14
0,0.11,1,3,47974,0,,3.57073E+14
0.7,303.12,10,27.1,23772,16544.04759,,3.50424E+14
0,9.89,8,11.5,7539,0,,3.50424E+14
0,0,0,0,27702,0,,Volvo FH12 2007
0,0,0,0,7901,0,,2007 Volvo fh12
0.12,39.6,6,28.33,31139,3679.299168,,2013 volvo fh
8.46,822.01,19,33.84,6068,51313.03402,,2010 Volvo fh
0.3,85.61,11,18.18,22770,6900.257713,,2013 Volvo fh12
0.28,167.72,10,49.6,32112,8930.373565,,3.51742E+14
0,0,0,0,15132,0,,3.51742E+14
0,446.91,10,20.7,0,23267.31686,,3.51742E+14
0.29,168.76,11,27.73,33794,9767.091626,,3.51742E+14
0,0,0,0,15486,0,,3.51742E+14
0.37,235.22,18,21.06,38999,14382.70258,,3.51742E+14
0.56,550.67,8,40.62,56718,31798.09084,,3.51742E+14
0.57,481.68,6,53.17,47967,27458.73085,,3.51742E+14
0,5.05,5,13.4,19905,0,,3.51742E+14
0,2.39,2,16,24039,0,,Volvo FH12 2007
0,0,0,0,36776,0,,Volvo FH12 2008
0,0.06,2,0,37382,0,,3.59633E+14
0,2.51,1,14,42610,0,,3.59633E+14
0,0.22,2,0.5,22879,0,,3.54017E+14
0.07,20.4,8,27.5,5120,364.4078717,,Reefer Truck 502
0.02,30.77,6,150,7096,124.0570436,,8.6354E+14
0.27,147.4,4,30.5,32830,8809.681524,,addtional
0.41,221.83,9,17.44,30753,12751.4147,,Volvo FH12 2010
0.01,12.41,6,24.5,48532,721.6494227,,8.62476E+14
0,0,0,0,31312,0,,8.62476E+14
0.03,13.21,5,16.2,28052,733.7327463,,8.62476E+14
0,0,0,0,69475,0,,8.62476E+14
0.7,389.81,11,32.09,27557,19238.38679,,2011 Volvo fh
0,0,0,0,39991,0,,2010 Volvo fh12
0,3.64,2,11,18961,0,,2006 Volvofh12 
0.7,482.61,8,49.75,37058,26091.19087,,2010 Volvo fh
0.17,58.6,5,30,36781,6191.966844,,2010 Volvo fh
0.4,462.28,21,25.19,56862,22711.92083,,2012 Volvo fh
0.71,434.88,12,30.5,33727,24054.27372,,2011 Volvo fh
0,0,0,0,34295,0,,2011 VOLVO FH
0.43,43.73,8,15.25,10239,4390.370681,,2011 VOLVO FH
0,11.5,6,4.83,25724,0,,2011 VOLVO FH
0.65,448.14,9,26.78,37163,24312.45523,,2011 VOLVO FH
0.02,8.34,3,14,25636,517.6281573,,2011/ Volvo FH
0,0,0,0,7384,0,,2011 Volvo fh
0.42,418.7,17,17.53,51739,21763.26007,,2011/ Volvo FH
0.52,119.93,4,20.75,18143,9371.900195,,2010 volvo fh
0,7.28,3,4,5465,0,,2011/ Volvo FH
0.46,260.94,6,27,29969,13818.86881,,2011 Renault premium
0.51,484.46,14,27.57,53749,27617.84498,,Mercedes actros 2007
0,0,0,0,0,0,,2016 MAN
0,0,0,0,0,0,,2016 MAN
0.09,13.88,4,22,13899,1187.583665,,2014 MAN
0.2,158.38,14,14.21,39682,7970.866123,,2014 MAN
0,0,0,0,0,0,,2016 MAN
0,3.05,4,6.5,25460,0,,2011 Volvo fh
0.5,172.4,5,30.4,26578,13381.66774,,2005 Volvo fh12
0.49,359.67,11,28.18,36874,18149.16361,,2009 Volvo fh
0.39,189.48,8,38.12,36290,13990.76273,,2006 Volvo fh12
0.45,448.61,12,27.08,52577,23434.90859,,2008 M Actros
0,15.66,3,11,5025,0,,2010 Volvo fh
0.03,17.02,9,12,7250,231.7653318,,2001 Volvo fh12
0.59,625.05,10,31.5,62152,36894.2462,,2006 Volvo fh12
0.71,1073.72,15,41.73,74901,53332.70376,,2011 Volvo fh
0,0,0,0,0,0,,2015 VOLVO FH
0,0,0,0,11551,0,,2003 Volvo FH
0.13,63.02,10,21.3,34134,4275.07215,,2003 Volvo fh12
0.18,105.47,14,16.86,41805,7475.378635,,2004 Volvo fh12
0,0,0,0,11059,0,,2012 Volvo fh
0.35,314.25,21,16.76,61108,21282.07187,,2008 Volvo fh12
0.47,597.38,15,22.33,74829,35260.78262,,2015 Volvo fh
0.66,551.42,13,22.92,45658,30340.85924,,015 Volvo fh
0.21,185.61,10,18,47334,10105.38139,,2015 Volvo fh
0.52,459.46,25,16.16,49074,25280.25434,,2015 Volvo fh
0,0.21,4,0,15547,0,,2015 Volvo fh
4.58,397.42,15,12.67,4819,22077.13373,,2015 Volvo fh
0,1.29,3,2.33,32404,0,,2013 Volvo fh
0.47,415.74,21,24.43,48117,22778.63371,,VOLVO FH 2007
0,1.72,3,3.33,36526,0,,2014 Volvo fh
0.43,550.38,9,36.22,73043,31185.04447,,2014 Volvo fh
0,5.82,3,7.33,19280,0,,2014 Volvo fh
0.85,403.4,4,48,25256,21383.50137,,2015 Volvo fh
0.51,306.17,6,42.17,33163,17063.94514,,2015
0,0,0,0,29600,0,,2015 Volvo fh
0,0,0,0,0,0,,2015 Volvo fh
0.3,166.74,13,19.46,36592,10916.90191,,2015 Volvo fh
0.47,566.3,18,26.06,62091,29451.83045,,2015 Volvo fh
0.43,448.81,16,30.56,53710,23297.63304,,2015 Volvo fh
0.44,227.81,10,17.4,30742,13632.98959,,2015 Volvo fh
0.45,426.17,12,26.33,50996,22957.40585,,2015 Volvo fh
0,0,0,0,43367,0,,Volvo fh
0.66,509.5,6,39.17,35468,23372.7011,,2012 Volvo fh
0.5,432.55,5,36.4,47751,23742.80601,,2015 MAN
0,0,0,0,11495,0,,2016 MAN
0.09,72.27,20,5.55,36578,3210.786003,,2017 VOLVO FH
0,0,0,0,1592,0,,2015 MAN
0,2.29,2,12.5,16675,0,,2015 MAN
0,8.43,3,11.33,22119,0,,2015 MAN
0,0,0,0,42474,0,,2016 VOLVO FH
0,0.3,1,2,23810,0,,2008 Volvo
0,0.22,1,3,422,0,1,2011 Volvo fh
0.65,241.99,4,49.5,24212,15701.76572,75.7,2013 / Volvo fh
0.65,498.48,8,32.25,48464,31635.52887,164.2,2014 Volvo fh
0.31,74.52,5,14.4,27720,8573.0347,51.57,2012 Volvo fh
0.76,175.58,2,44,14955,11329.2246,41.4,2014 Volvo fh
0.62,242.63,15,18.13,31652,19634.31186,104.5,2014 Volvo fh
