basic_km,basic_trips,basic_ignition_total_duration_in_sec,basic_ignition_moving_duration_in_sec,can_fuel_consumed,normalized_vehcile_model
349.31,9,33621.0,23043.840530288453,84.70000000000437,2014 Volvo FH
289.65,3,5.0,16943.2587092611,61.88000000000466,2008 Volvo FH12
361.7,6,32308.0,22695.95702200444,163.30999999999767,2007 Volvo FH12
362.32,7,38314.0,25220.48959804727,92.5900000000256,2014 Volvo FH
294.17,5,34200.0,18517.284222297894,92.80999999999769,2014 Volvo FH
145.97,11,27588.0,11531.630988397652,57.30999999999767,2012 Volvo FH
179.4,8,22167.0,12143.519065644012,82.30999999999767,2011 Volvo FH
285.24,25,28663.0,19306.565730984148,17.199999999999818,Toyota avanza 2020
263.96,23,25535.0,18594.041366577345,18.40000000000009,Toyota rush 2022
136.01,8,12139.0,10319.37383609355,11.899999999999636,Renault symbol
218.16,12,15855.0,13284.713327129786,14.799999999999956,Toyota rush 2022
316.73,22,32968.0,24038.037622654083,23.5,Toyota rush 2022
99.0,3,11290.0,5282.504864905199,25.099999999998545,2013 Volvo FH
74.38,5,21666.0,7381.002435087901,41.21999999997206,2012 Volvo FH
363.0,13,49267.0,22065.72918030075,88.5,2014 Volvo FH
330.19,9,38937.0,22175.823913290656,102.60000000000218,2012 Volvo FH
131.6,17,47825.0,10357.529486373503,61.5,2014 Volvo FH
239.63,6,20684.0,15941.940194178078,97.0,2004 Volvo FH12
130.42,20,41347.0,9136.06119807405,71.39999999999418,2014 Volvo FH
390.06,8,38483.0,25362.19925201957,132.0,2008 Volvo FH12
357.82,11,35132.0,22532.02371671956,126.31999999994878,2014 Volvo FH
228.8,10,18009.0,13583.073879303607,35.38000000000466,2013 Volvo FH
273.01,9,23615.0,17040.68118097487,91.0900000000256,2014 Volvo FH
360.77,4,34523.0,21666.896730194167,126.09999999999128,2014 Volvo FH
288.63,8,26348.0,16421.82533618463,80.69000000000233,2014 Volvo FH
488.14,4,28045.0,26642.309247850964,147.61000000001513,2008 Volvo FH
132.27,22,51797.0,9953.046526726865,81.29000000000815,2012 Volvo FH
363.7,7,36939.0,25153.33914718388,133.88000000000466,2010 Volvo FH
285.69,14,34309.0,18628.87110345257,178.40000000000146,2014 Volvo FH
230.95,3,13488.0,12926.239659008272,50.90999999997439,2014 Volvo FH
342.77,9,33461.0,20345.96168044704,109.28000000002794,2012 Volvo FH
386.23,15,39289.0,16893.88725763967,132.68000000005122,2014 Volvo FH
280.66,8,32672.0,17951.24946252792,118.30999999999769,2011 Volvo FH
226.22,16,23293.0,20038.641971039197,13.200000000000273,Toyota avanza 2020
267.43,22,28677.0,23232.856877052844,20.600000000000136,Toyota rush 2022
193.89,21,19998.0,16526.992511979413,14.5,Toyota rush 2022
199.04,24,23923.0,14633.52528040204,15.399999999999975,Toyota rush 2022
100.22,7,16525.0,5625.185499851599,25.099999999998545,2013 Volvo FH
390.06,1,34307.0,24635.41187061787,151.40000000002328,2012 Volvo FH
692.23,9,51466.0,40205.1022387556,164.21999999997206,2014 Volvo FH
586.87,7,46382.0,29159.646623592573,182.40000000002328,2014 Volvo FH
584.51,7,42650.0,28239.933206034777,202.5,2014 Volvo FH
145.6,9,16564.0,11949.0948579633,54.0,2013 Volvo FH
191.86,3,15177.0,11488.400179909226,84.39999999999782,2014 Volvo FH
190.28,1,14309.0,13979.96432623262,69.09000000002561,2008 Volvo FH
350.71,8,27409.0,22855.62200121668,108.30000000000292,2012 Volvo FH
240.5,11,25419.0,13947.267486253806,73.38999999998487,2008 Volvo FH
586.81,6,44728.0,29532.624020085845,201.59999999997672,2012 Volvo FH
146.15,2,11496.0,10106.04562944921,63.79000000000815,2012 Volvo FH
146.09,2,12627.0,10506.391594886723,43.78000000002794,2014 Volvo FH
191.83,4,14752.0,11043.40962681076,79.0,2014 Volvo FH
711.38,5,17002.0,40480.4726698708,189.7000000000044,2014 Volvo FH
365.58,9,37544.0,18478.482688235978,138.30999999999767,2014 Volvo FH
280.4,21,28972.0,23114.504841787548,20.90000000000009,Toyota rush 2022
341.97,26,31729.0,23342.139500663037,30.100000000000364,Renault symbol
384.32,22,32527.0,26680.26216634329,27.0,Toyota rush 2022
631.14,16,36633.0,32031.3198892074,155.20000000000437,2013 Volvo FH
379.33,9,39747.0,27776.69425599825,129.70000000000073,2014 Volvo FH
270.3,5,26088.0,17982.04218579482,76.0,2014 Volvo FH
294.45,4,37061.0,19636.33495951253,96.80999999999769,2014 Volvo FH
208.93,20,49807.0,11212.146651006042,90.30999999999769,2014 Volvo FH
306.3,6,39078.0,22108.225697029007,171.29999999998836,2008 Volvo FH12
240.55,26,43271.0,17513.134818303985,108.80000000000292,2014 Volvo FH
176.78,8,20386.0,10750.406494014424,76.59000000002561,2014 Volvo FH
244.01,4,16418.0,18315.3530813373,70.0,2013 Volvo FH
362.72,6,38869.0,27405.278160303114,141.0,2008 Volvo FH12
191.08,6,16240.0,11878.463943556528,40.69000000000233,2014 Volvo FH
163.56,5,24975.0,12687.186029148266,51.30999999999767,2014 Volvo FH
404.3,16,41448.0,22135.94005672625,138.28000000002794,2014 Volvo FH
101.38,16,31769.0,5618.412648127024,45.69999999999709,2014 Volvo FH
321.64,7,30435.0,21784.94697043401,116.20000000000071,2014 Volvo FH
355.78,6,44279.0,29762.481853939305,140.0,2008 Volvo FH
181.84,5,19182.0,11441.722425569427,65.0,2014 Volvo FH
403.54,17,39052.0,21175.030526129245,109.30000000000292,2014 Volvo FH
341.42,7,5930.0,20304.20986892185,142.4099999999744,2014 Volvo FH
100.29,7,9528.0,5761.422977068515,31.29999999998836,2008 Volvo FH
242.31,8,23245.0,14961.707346386083,88.30000000000291,2014 Volvo FH
237.88,22,42111.0,16261.449816150429,109.79000000000816,2012 Volvo FH
61.93,5,18313.0,4078.248911313914,27.19999999999709,2014 Volvo FH
355.02,13,47641.0,22058.57162931821,150.5,2012 Volvo FH
202.32,5,20100.0,10288.960518831584,67.61999999999534,2010 Volvo FH
389.47,8,42062.0,25667.655285480243,160.81999999994878,2008 Volvo FH12
163.57,4,17262.0,12125.88388430886,74.30999999999767,2007 Volvo FH12
140.28,4,15702.0,9750.38038968285,31.900000000023283,2014 Volvo FH
364.81,9,44233.0,24666.98710435498,78.40000000002328,2014 Volvo FH
335.04,13,51664.0,23526.600232783072,141.5,2014 Volvo FH
801.1,5,44735.0,41930.94300338711,177.89999999999418,2014 Volvo FH
295.21,5,24931.0,17055.233855812916,92.69000000000231,2014 Volvo FH
404.62,16,45857.0,23855.775528451548,169.40000000002328,2011 Volvo FH
236.05,19,26368.0,17347.528106590238,13.699999999999818,Toyota avanza 2020
148.95,18,21091.0,12085.175518242218,12.5,Toyota rush 2022
223.32,12,15425.0,10634.83485138359,17.69999999999891,Renault symbol
315.37,16,26030.0,18837.358086529584,24.100000000000023,Toyota rush 2022
238.36,13,26264.0,22312.609099145026,19.300000000000068,Toyota rush 2022
418.13,14,41833.0,24111.040852912756,93.69999999999708,2013 Volvo FH
550.12,4,34547.0,34205.75987504899,134.29999999999927,2014 Volvo FH
447.06,5,33743.0,27537.904996333556,130.0900000000256,2012 Volvo FH
179.2,5,19136.0,11997.633403013098,40.90000000002328,2014 Volvo FH
492.69,13,42920.0,27307.193063953837,144.09999999997672,2014 Volvo FH
202.84,5,21960.0,15165.09643935142,75.79999999999927,2012 Volvo FH
463.7,10,40342.0,21031.85565752094,149.11999999999534,2014 Volvo FH
363.7,9,35239.0,23555.88830922435,149.61999999999534,2004 Volvo FH12
59.95,4,8480.0,3833.188770183677,28.0,2008 Volvo FH12
668.4,11,58288.0,34595.81359959011,258.8000000000029,2014 Volvo FH
192.12,4,23524.0,12407.154847003394,72.90999999997439,2008 Volvo FH12
248.63,11,37272.0,20515.95453703415,111.69000000000231,2014 Volvo FH
305.31,13,39750.0,19055.385860321152,123.0,2013 Volvo FH
156.68,6,22506.0,10968.319158271504,50.71999999997206,2014 Volvo FH
201.83,4,16689.0,13731.327196756423,46.28000000002794,2014 Volvo FH
299.39,4,27418.0,16805.61342267718,69.78000000002794,2014 Volvo FH
587.84,8,53003.0,29530.85987520173,143.6999999999971,2014 Volvo FH
368.27,9,35704.0,22982.61942543332,148.20000000000073,2014 Volvo FH
301.21,8,39763.0,21909.992011976225,134.79999999998836,2004 Volvo FH12
203.51,7,19843.0,13676.79958487612,50.30999999999767,2014 Volvo FH
298.7,5,23917.0,16111.604606510597,53.5,2014 Volvo FH
73.22,2,5464.0,4862.261627432077,23.680000000051223,2014 Volvo FH
360.81,6,39063.0,24931.61296115208,117.30000000000292,2012 Volvo FH
22.87,12,19655.0,1894.436336113335,15.209999999991853,2008 Volvo FH
172.94,5,7497.0,10180.93715305592,17.5,2014 Volvo FH
587.18,5,52718.0,29771.28365726298,196.9100000000035,2012 Volvo FH
407.99,8,44914.0,26269.851974938865,120.60000000000582,2014 Volvo FH
584.69,8,44911.0,27971.18256269177,239.9100000000035,2012 Volvo FH
266.67,4,25728.0,22770.14639926749,82.38000000000466,2010 Volvo FH
202.8,4,16305.0,12716.461727403446,75.19000000000233,2007 Volvo FH12
347.97,4,32264.0,20748.8424284102,71.5,2014 Volvo FH
366.44,11,35857.0,22878.85368829636,102.80999999999769,2014 Volvo FH
510.69,6,40144.0,31717.943131982083,160.40000000002328,2014 Volvo FH
87.39,14,25510.0,7295.923401590517,29.80000000000291,2014 Volvo FH
352.41,4,31924.0,24478.479763680432,100.81999999994878,2014 Volvo FH
298.48,6,21641.0,15607.059236991749,105.09999999997672,2011 Volvo FH
195.01,8,12675.0,11115.130808195052,13.299999999999956,2020 Toyota Avanza
234.69,20,24091.0,15511.541963595826,14.899999999999636,Toyota avanza 2020
279.98,15,28291.0,24362.01246993046,20.800000000000185,Toyota rush 2022
120.27,14,13921.0,8261.518773948488,11.799999999999272,Renault symbol
203.98,25,23370.0,13159.978776227175,16.90000000000009,Toyota rush 2022
194.48,21,25996.0,11990.381626314607,16.09999999999991,Toyota rush 2022
302.6,7,25066.0,22055.21119936845,88.5,2013 Volvo FH
221.19,3,18950.0,14722.721555156088,81.80999999999767,2012 Volvo FH
327.93,6,34526.0,20461.621258973577,100.18000000005122,2014 Volvo FH
319.43,10,34720.0,19036.53905648304,107.0,2014 Volvo FH
290.71,9,28247.0,19889.045211143817,93.19999999999708,2012 Volvo FH
106.97,7,8857.0,6817.326899079657,35.59000000002561,2014 Volvo FH
150.55,5,21230.0,8710.32160317129,78.11999999999534,2004 Volvo FH12
300.41,5,27335.0,20563.1091314336,138.6999999999971,2008 Volvo FH12
394.7,11,37508.0,27530.188513958987,135.79999999998836,2014 Volvo FH
292.81,10,40280.0,20552.128594616734,95.0900000000256,2008 Volvo FH12
247.25,10,23847.0,16983.692397892108,72.90000000002328,2013 Volvo FH
362.59,12,51601.0,26154.473616593412,162.31999999994878,2008 Volvo FH12
369.38,13,39717.0,24749.648553625928,102.5,2014 Volvo FH
282.42,7,30975.0,20613.000000086256,90.09999999997672,2014 Volvo FH
387.84,13,41159.0,16892.98648561081,135.21999999997206,2014 Volvo FH
110.0,5,7570.0,6450.746187284949,28.89999999999418,2014 Volvo FH
192.69,9,31798.0,12259.6338376798,89.91000000000349,2004 Volvo FH12
386.81,9,35668.0,26419.554037010203,119.21999999997206,2008 Volvo FH
362.3,7,32317.0,23732.584832641965,108.4099999999744,2014 Volvo FH
48.77,8,16449.0,4867.138627297501,11.80000000000291,2014 Volvo FH
361.29,7,44771.0,23245.18535938445,156.09999999997672,2014 Volvo FH
676.93,13,44283.0,37630.3574419609,185.0,2008 Volvo FH
362.83,8,41146.0,25768.511155083976,99.90000000000872,2014 Volvo FH
107.93,4,9509.0,7299.335240039087,39.179999999993015,2012 Volvo FH
169.18,7,17726.0,9381.476365786648,49.21999999997206,2010 Volvo FH
220.94,7,24647.0,14146.133780667667,97.5,2008 Volvo FH12
220.76,7,28132.0,15704.21152951902,106.0,2007 Volvo FH12
423.02,11,39634.0,29593.23164553316,101.88000000000466,2014 Volvo FH
74.96,5,10020.0,6105.531528618255,32.59999999997672,2014 Volvo FH
49.59,4,11822.0,5930.348537144974,16.59000000002561,2014 Volvo FH
266.37,25,27023.0,22297.24428103035,15.5,Toyota avanza 2020
259.06,15,25501.0,21316.2717979737,19.0,Toyota rush 2022
149.34,16,17125.0,13525.516337540135,15.0,Renault symbol
185.0,15,20190.0,11118.233675797324,14.700000000000044,Toyota rush 2022
245.24,26,32121.0,17102.427020160925,20.5,Toyota rush 2022
249.72,8,25718.0,12938.56964914428,84.19999999999709,2013 Volvo FH
334.67,5,31256.0,19761.12409494688,92.70000000000071,2014 Volvo FH
